Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1602288000,2020-10-10 00:00:00,BCH/USD,237.51,246.33,236.28,237.59,4575.31417462,1087048.8947479657
1602201600,2020-10-09 00:00:00,BCH/USD,234.37,240.09,232.19,237.24,5354.28994850,1270251.74738214
1602115200,2020-10-08 00:00:00,BCH/USD,223.47,236.11,221.47,234.08,8430.90771222,1973506.8772764576
1602028800,2020-10-07 00:00:00,BCH/USD,219.36,224.49,216.50,223.15,4414.83009661,985169.3360585214
1601942400,2020-10-06 00:00:00,BCH/USD,222.28,229.89,215.38,219.62,7251.06887905,1592479.747216961
1601856000,2020-10-05 00:00:00,BCH/USD,221.24,222.55,218.46,221.78,4619.66645702,1024549.6268378956
1601769600,2020-10-04 00:00:00,BCH/USD,218.30,222.88,216.88,220.99,3535.19468511,781242.673462459
1601683200,2020-10-03 00:00:00,BCH/USD,219.06,221.45,217.85,218.71,3569.33239219,780648.6874958749
1601596800,2020-10-02 00:00:00,BCH/USD,226.61,228.18,212.57,219.72,8087.26081869,1776932.9470825668
1601510400,2020-10-01 00:00:00,BCH/USD,228.42,233.71,221.65,228.24,6501.22670404,1483839.9829300898
1601424000,2020-09-30 00:00:00,BCH/USD,228.50,231.27,225.03,228.07,4138.05918477,943767.1582704938
1601337600,2020-09-29 00:00:00,BCH/USD,225.00,230.03,224.44,228.73,5099.77746054,1166472.098549314
1601251200,2020-09-28 00:00:00,BCH/USD,230.00,234.15,223.40,225.54,12616.52293439,2845530.5826223204
1601164800,2020-09-27 00:00:00,BCH/USD,222.36,231.67,216.11,228.33,7104.20459707,1622103.0356489932
1601078400,2020-09-26 00:00:00,BCH/USD,216.81,224.30,212.81,221.47,2450.02575188,542607.2032688636
1600992000,2020-09-25 00:00:00,BCH/USD,216.88,218.10,211.03,216.29,7483.29727495,1618562.3675989355
1600905600,2020-09-24 00:00:00,BCH/USD,207.29,219.06,206.70,216.26,6359.88086906,1375387.8367429154
1600819200,2020-09-23 00:00:00,BCH/USD,219.85,219.85,203.00,207.80,7926.01903612,1647026.755705736
1600732800,2020-09-22 00:00:00,BCH/USD,211.41,220.12,210.49,220.11,3733.63200811,821809.7413050921
1600646400,2020-09-21 00:00:00,BCH/USD,225.62,228.93,207.55,212.64,11992.84977628,2550159.576428179
1600560000,2020-09-20 00:00:00,BCH/USD,233.29,233.29,222.17,225.97,4679.71426593,1057475.032672202
1600473600,2020-09-19 00:00:00,BCH/USD,233.70,237.48,232.10,233.40,5391.90021715,1258469.5106828099
1600387200,2020-09-18 00:00:00,BCH/USD,232.79,238.81,230.31,232.83,5421.27626006,1262235.7516297698
1600300800,2020-09-17 00:00:00,BCH/USD,229.82,239.36,229.72,232.62,4340.96265944,1009794.7338389327
1600214400,2020-09-16 00:00:00,BCH/USD,235.32,235.51,227.08,230.83,6545.19733122,1510827.8999655126
1600128000,2020-09-15 00:00:00,BCH/USD,225.92,241.58,225.09,234.97,11664.83084068,2740885.3026345796
1600041600,2020-09-14 00:00:00,BCH/USD,222.10,229.00,219.05,225.55,6696.78912907,1510460.7880617385
1599955200,2020-09-13 00:00:00,BCH/USD,230.38,234.55,219.26,221.98,4414.41784094,979912.4723318612
1599868800,2020-09-12 00:00:00,BCH/USD,225.19,229.45,222.58,228.96,2209.32896220,505847.95918531204
1599782400,2020-09-11 00:00:00,BCH/USD,227.81,228.28,220.72,225.29,4067.67027672,916405.4366422488
1599696000,2020-09-10 00:00:00,BCH/USD,225.52,230.19,224.37,227.50,4865.28163223,1106851.571332325
1599609600,2020-09-09 00:00:00,BCH/USD,222.79,228.27,218.78,224.19,4414.43121886,989671.3349562234
1599523200,2020-09-08 00:00:00,BCH/USD,228.79,230.70,215.56,222.19,5985.74348510,1329972.344954369
1599436800,2020-09-07 00:00:00,BCH/USD,228.34,229.78,215.67,228.07,8894.35402340,2028535.3221168378
1599350400,2020-09-06 00:00:00,BCH/USD,224.96,232.74,219.78,227.97,10386.50146211,2367810.7383172167
1599264000,2020-09-05 00:00:00,BCH/USD,230.59,235.05,213.91,225.19,20138.39080272,4534964.224864517
1599177600,2020-09-04 00:00:00,BCH/USD,216.33,240.38,212.34,230.89,28400.23540964,6557330.353731779
1599091200,2020-09-03 00:00:00,BCH/USD,264.13,266.44,201.51,218.72,26053.70278135,5698465.872336872
1599004800,2020-09-02 00:00:00,BCH/USD,292.26,294.97,245.63,263.80,18699.55866869,4932943.576800422
1598918400,2020-09-01 00:00:00,BCH/USD,273.66,296.87,268.45,291.37,9073.44700506,2643730.253864332
1598832000,2020-08-31 00:00:00,BCH/USD,279.49,281.50,273.16,274.00,2149.65159607,589004.53732318
1598745600,2020-08-30 00:00:00,BCH/USD,268.00,279.31,268.00,279.31,2648.75426326,739823.5532711506
1598659200,2020-08-29 00:00:00,BCH/USD,268.61,273.02,265.94,268.44,2373.01147235,637011.199637634
1598572800,2020-08-28 00:00:00,BCH/USD,263.24,272.22,261.38,268.33,3962.88062738,1063359.7587448754
1598486400,2020-08-27 00:00:00,BCH/USD,275.91,277.25,258.36,264.79,7336.07389284,1942519.0060851036
1598400000,2020-08-26 00:00:00,BCH/USD,275.42,278.99,271.48,274.88,2016.07693479,554179.2278350752
1598313600,2020-08-25 00:00:00,BCH/USD,291.53,291.53,268.37,275.83,8486.87797505,2340935.5518580414
1598227200,2020-08-24 00:00:00,BCH/USD,284.14,294.43,282.20,291.59,5766.26976198,1681386.599895748
1598140800,2020-08-23 00:00:00,BCH/USD,287.53,288.32,278.95,284.66,7878.88482535,2242803.3543841313
1598054400,2020-08-22 00:00:00,BCH/USD,282.96,288.44,275.15,287.57,3233.00363582,929714.8555527574
1597968000,2020-08-21 00:00:00,BCH/USD,294.58,305.46,281.29,282.38,7920.04938977,2236463.5466832523
1597881600,2020-08-20 00:00:00,BCH/USD,292.70,296.57,288.31,294.70,3230.02456367,951888.238913549
1597795200,2020-08-19 00:00:00,BCH/USD,304.33,308.66,281.42,292.37,10337.11255364,3022261.5973077267
1597708800,2020-08-18 00:00:00,BCH/USD,318.22,324.37,300.77,303.91,7318.62460002,2224203.2021920783
1597622400,2020-08-17 00:00:00,BCH/USD,307.43,325.59,301.62,317.39,9358.90155524,2970421.7646176233
1597536000,2020-08-16 00:00:00,BCH/USD,303.02,313.96,294.73,308.50,4762.66569037,1469282.3654791452
1597449600,2020-08-15 00:00:00,BCH/USD,294.80,308.79,290.84,302.62,6323.92241729,1913745.4019203
1597363200,2020-08-14 00:00:00,BCH/USD,296.51,298.42,287.69,292.90,5155.30036418,1509987.4766683218
1597276800,2020-08-13 00:00:00,BCH/USD,284.64,297.43,274.50,296.12,8964.97124916,2654707.2863012594
1597190400,2020-08-12 00:00:00,BCH/USD,281.54,290.38,271.00,285.43,6194.94637211,1768223.5429913574
1597104000,2020-08-11 00:00:00,BCH/USD,302.03,306.26,270.11,281.87,12574.75295395,3544445.615129886
1597017600,2020-08-10 00:00:00,BCH/USD,300.31,309.62,284.40,301.70,8331.98406985,2513759.593873745
1596931200,2020-08-09 00:00:00,BCH/USD,305.89,309.10,291.11,300.20,6219.39075691,1867061.105224382
1596844800,2020-08-08 00:00:00,BCH/USD,302.18,309.53,297.84,305.39,3037.25369073,927546.9046120347
1596758400,2020-08-07 00:00:00,BCH/USD,308.69,326.30,277.20,302.78,17487.52311351,5294872.248308557
1596672000,2020-08-06 00:00:00,BCH/USD,293.60,319.91,287.91,309.23,11928.81910863,3688748.732961655
1596585600,2020-08-05 00:00:00,BCH/USD,288.59,298.65,284.05,294.03,9032.46034299,2655814.3146493495
1596499200,2020-08-04 00:00:00,BCH/USD,298.00,302.84,281.68,288.47,6710.73510480,1935845.7556816563
1596412800,2020-08-03 00:00:00,BCH/USD,282.08,304.79,279.74,297.28,8303.62893770,2468502.8105994556
1596326400,2020-08-02 00:00:00,BCH/USD,319.88,337.90,245.00,283.78,28497.38095558,8086986.767574492
1596240000,2020-08-01 00:00:00,BCH/USD,302.83,321.85,298.70,319.97,10023.23152677,3207133.391620597
1596153600,2020-07-31 00:00:00,BCH/USD,292.33,306.67,287.43,301.45,7598.06198467,2290435.7852787715
1596067200,2020-07-30 00:00:00,BCH/USD,287.73,300.38,280.59,292.16,9387.04053194,2742517.7618115908
1595980800,2020-07-29 00:00:00,BCH/USD,291.79,296.39,285.58,288.40,8623.69503300,2487073.6475171996
1595894400,2020-07-28 00:00:00,BCH/USD,269.75,298.64,265.07,289.75,26461.13556071,7667114.028715723
1595808000,2020-07-27 00:00:00,BCH/USD,247.97,275.78,247.63,269.03,29197.31763975,7854954.364621942
1595721600,2020-07-26 00:00:00,BCH/USD,250.93,257.95,244.27,247.81,13064.33207334,3237472.1310943854
1595635200,2020-07-25 00:00:00,BCH/USD,235.29,253.74,235.29,250.54,10551.62031889,2643602.9546947004
1595548800,2020-07-24 00:00:00,BCH/USD,238.50,239.25,232.64,235.79,3025.95672153,713490.3353695587
1595462400,2020-07-23 00:00:00,BCH/USD,240.39,243.26,235.03,238.41,5656.45051708,1348554.3677770428
1595376000,2020-07-22 00:00:00,BCH/USD,230.28,240.26,227.76,240.26,4161.33372628,999802.0410760327
1595289600,2020-07-21 00:00:00,BCH/USD,222.73,232.85,222.44,230.50,3134.16074728,722424.05224804
1595203200,2020-07-20 00:00:00,BCH/USD,227.67,227.83,220.82,222.83,1570.24520259,349897.7384931297
1595116800,2020-07-19 00:00:00,BCH/USD,224.32,228.84,220.49,227.93,1717.53530856,391477.8228800808
1595030400,2020-07-18 00:00:00,BCH/USD,222.85,226.50,222.33,224.75,2690.23418292,604630.13261127
1594944000,2020-07-17 00:00:00,BCH/USD,223.99,225.43,221.85,222.82,3384.52966680,754140.900356376
1594857600,2020-07-16 00:00:00,BCH/USD,227.12,228.02,216.74,224.11,6912.73770826,1549213.6477981487
1594771200,2020-07-15 00:00:00,BCH/USD,230.27,230.67,225.74,227.50,3506.41022115,797708.325311625
1594684800,2020-07-14 00:00:00,BCH/USD,231.00,231.65,226.34,231.06,3538.46983001,817598.8389221106
1594598400,2020-07-13 00:00:00,BCH/USD,238.04,238.17,224.12,232.23,5698.63870313,1323394.8660278798
1594512000,2020-07-12 00:00:00,BCH/USD,237.06,239.62,232.10,236.93,3253.55604682,770865.0341730627
1594425600,2020-07-11 00:00:00,BCH/USD,238.25,239.31,234.73,236.56,1365.56757206,323038.6648465136
1594339200,2020-07-10 00:00:00,BCH/USD,237.60,239.20,232.88,238.21,3093.84118854,736983.9095221134
1594252800,2020-07-09 00:00:00,BCH/USD,243.30,245.40,232.20,238.56,8445.94502421,2014864.6449755374
1594166400,2020-07-08 00:00:00,BCH/USD,237.90,246.00,235.84,243.27,8522.79124352,2073339.4258111103
1594080000,2020-07-07 00:00:00,BCH/USD,242.46,244.31,235.10,237.64,5024.70723327,1194071.4269142826
1593993600,2020-07-06 00:00:00,BCH/USD,222.70,243.52,222.12,242.17,8966.56826536,2171433.836822231
1593907200,2020-07-05 00:00:00,BCH/USD,225.65,225.99,215.49,222.83,3230.16426568,719777.5033214744
1593820800,2020-07-04 00:00:00,BCH/USD,221.30,226.90,220.90,225.41,3500.60608615,789071.6178790715
1593734400,2020-07-03 00:00:00,BCH/USD,219.38,223.41,219.35,220.56,4515.03386715,995835.8697386041
1593648000,2020-07-02 00:00:00,BCH/USD,223.71,225.32,217.36,219.69,7513.81735842,1650710.53547129
1593561600,2020-07-01 00:00:00,BCH/USD,221.68,226.55,221.10,223.90,7769.07562445,1739496.032314355
1593475200,2020-06-30 00:00:00,BCH/USD,225.56,225.56,220.33,222.27,4080.52424799,906978.1246007374
1593388800,2020-06-29 00:00:00,BCH/USD,222.65,227.28,218.57,225.42,6419.22939573,1447022.6903854564
1593302400,2020-06-28 00:00:00,BCH/USD,216.15,225.32,213.07,222.66,4490.43474296,999840.1998674737
1593216000,2020-06-27 00:00:00,BCH/USD,230.38,231.21,204.93,216.15,15276.69406198,3302057.421496977
1593129600,2020-06-26 00:00:00,BCH/USD,231.82,232.84,227.80,230.18,2955.45397568,680286.3961220224
1593043200,2020-06-25 00:00:00,BCH/USD,232.19,234.96,226.00,232.55,4630.69723576,1076868.642175988
1592956800,2020-06-24 00:00:00,BCH/USD,240.26,245.49,229.27,232.82,7358.22764776,1713142.5609514832
1592870400,2020-06-23 00:00:00,BCH/USD,241.38,244.33,239.22,240.51,3040.81504011,731346.4252968561
1592784000,2020-06-22 00:00:00,BCH/USD,230.79,243.96,230.48,241.36,4367.09394578,1054041.7947534607
1592697600,2020-06-21 00:00:00,BCH/USD,232.87,234.10,229.40,229.99,1202.33588553,276525.23031304474
1592611200,2020-06-20 00:00:00,BCH/USD,233.47,234.70,228.49,232.68,4593.15156727,1068734.5066723835
1592524800,2020-06-19 00:00:00,BCH/USD,236.16,236.16,230.22,232.98,4283.29880542,997922.9556867514
1592438400,2020-06-18 00:00:00,BCH/USD,239.84,240.13,232.24,236.25,3085.72968674,729003.638492325
1592352000,2020-06-17 00:00:00,BCH/USD,237.67,243.16,235.29,240.51,4853.77589023,1167381.6393592174
1592265600,2020-06-16 00:00:00,BCH/USD,235.96,239.00,233.11,237.72,3435.97295299,816799.4903847828
1592179200,2020-06-15 00:00:00,BCH/USD,236.90,237.88,224.35,235.98,9866.76105951,2328358.2748231697
1592092800,2020-06-14 00:00:00,BCH/USD,240.71,240.80,235.00,237.67,1842.62047630,437935.608602221
1592006400,2020-06-13 00:00:00,BCH/USD,239.92,241.96,236.93,240.75,1812.67821259,436402.2796810425
1591920000,2020-06-12 00:00:00,BCH/USD,234.41,243.38,232.82,240.41,4363.96233888,1049140.1858901407
1591833600,2020-06-11 00:00:00,BCH/USD,257.81,258.54,231.19,234.56,13774.55446561,3230959.4954534816
1591747200,2020-06-10 00:00:00,BCH/USD,253.79,258.61,250.65,257.23,7471.45699670,1921882.8832611411
1591660800,2020-06-09 00:00:00,BCH/USD,256.04,257.23,250.50,253.94,2758.94922098,700607.5651756612
1591574400,2020-06-08 00:00:00,BCH/USD,253.72,256.68,251.37,254.67,3299.76073484,840350.0663417028
1591488000,2020-06-07 00:00:00,BCH/USD,251.97,255.62,245.55,253.74,12328.35335148,3128196.3794045355
1591401600,2020-06-06 00:00:00,BCH/USD,255.20,258.29,251.05,253.50,2403.85273491,609376.668299685
1591315200,2020-06-05 00:00:00,BCH/USD,256.40,263.28,254.49,256.62,5958.27945059,1529013.6726104058
1591228800,2020-06-04 00:00:00,BCH/USD,252.67,261.30,247.32,256.87,11675.21625784,2999012.8001513607
1591142400,2020-06-03 00:00:00,BCH/USD,250.73,253.83,246.44,252.97,6730.20638770,1702540.309896469
1591056000,2020-06-02 00:00:00,BCH/USD,253.39,269.17,242.48,251.19,23998.66425054,6028224.473093143
1590969600,2020-06-01 00:00:00,BCH/USD,238.48,255.34,237.58,253.07,7513.39080656,1901413.8114161391
1590883200,2020-05-31 00:00:00,BCH/USD,252.65,252.73,236.26,238.54,4979.68752262,1187854.6616457747
1590796800,2020-05-30 00:00:00,BCH/USD,238.13,253.50,236.21,252.73,8428.01296968,2130011.717827226
1590710400,2020-05-29 00:00:00,BCH/USD,240.19,243.55,233.77,238.24,4970.63980356,1184205.2268001344
1590624000,2020-05-28 00:00:00,BCH/USD,232.72,240.92,229.04,239.55,5327.89894754,1276298.1928832072
1590537600,2020-05-27 00:00:00,BCH/USD,228.23,234.67,227.21,232.97,4514.02586630,1051632.606071911
1590451200,2020-05-26 00:00:00,BCH/USD,230.85,231.23,223.77,228.12,4902.88790866,1118446.7897235192
1590364800,2020-05-25 00:00:00,BCH/USD,223.02,232.97,221.00,230.61,7264.78931558,1675333.064065904
1590278400,2020-05-24 00:00:00,BCH/USD,233.96,237.42,222.54,223.02,4515.73357837,1007098.9026480775
1590192000,2020-05-23 00:00:00,BCH/USD,234.90,240.02,232.54,234.44,6483.19638849,1519920.5613175954
1590105600,2020-05-22 00:00:00,BCH/USD,227.54,237.54,225.00,234.40,8125.97279514,1904728.023180816
1590019200,2020-05-21 00:00:00,BCH/USD,239.36,242.74,220.35,227.89,14102.48374937,3213815.021643929
1589932800,2020-05-20 00:00:00,BCH/USD,246.41,247.73,234.56,239.51,9040.96318221,2165401.091771117
1589846400,2020-05-19 00:00:00,BCH/USD,247.25,250.95,242.17,247.00,5828.25631177,1439579.30900719
1589760000,2020-05-18 00:00:00,BCH/USD,240.82,255.46,240.59,247.98,11733.81420387,2909751.2462756825
1589673600,2020-05-17 00:00:00,BCH/USD,236.37,246.18,235.72,240.59,5687.83701362,1368436.707106836
1589587200,2020-05-16 00:00:00,BCH/USD,235.11,240.82,233.62,236.82,6461.06841233,1530110.2214079904
1589500800,2020-05-15 00:00:00,BCH/USD,242.93,243.41,230.64,234.65,8905.36532086,2089643.9725397993
1589414400,2020-05-14 00:00:00,BCH/USD,240.14,246.06,234.47,242.43,13588.34191069,3294221.7294085766
1589328000,2020-05-13 00:00:00,BCH/USD,233.63,242.00,232.19,239.96,6468.97367781,1552294.9237272874
1589241600,2020-05-12 00:00:00,BCH/USD,235.72,239.30,229.00,233.28,7644.17012859,1783232.007597475
1589155200,2020-05-11 00:00:00,BCH/USD,233.03,238.60,217.55,236.53,26353.45399406,6233382.473215012
1589068800,2020-05-10 00:00:00,BCH/USD,265.48,265.48,220.25,233.11,40042.78750345,9334374.194929231
1588982400,2020-05-09 00:00:00,BCH/USD,260.47,277.68,258.75,264.99,22147.84945661,5868958.627507085
1588896000,2020-05-08 00:00:00,BCH/USD,253.00,265.77,248.39,260.66,15310.19260319,3990754.803947506
1588809600,2020-05-07 00:00:00,BCH/USD,240.99,256.78,226.90,252.34,26018.60321932,6565534.336363209
1588723200,2020-05-06 00:00:00,BCH/USD,246.88,253.77,240.00,241.73,11073.27540723,2676742.8641897077
1588636800,2020-05-05 00:00:00,BCH/USD,246.86,252.44,241.07,246.79,5909.65380290,1458443.462017691
1588550400,2020-05-04 00:00:00,BCH/USD,252.38,252.88,236.30,246.10,6916.43636110,1702134.9884667099
1588464000,2020-05-03 00:00:00,BCH/USD,261.23,268.07,245.60,251.62,7553.64898941,1900649.158715344
1588377600,2020-05-02 00:00:00,BCH/USD,254.32,261.35,252.65,260.78,2713.49619044,707625.5365429432
1588291200,2020-05-01 00:00:00,BCH/USD,250.09,260.60,250.09,254.39,7222.01605569,1837208.664406979
1588204800,2020-04-30 00:00:00,BCH/USD,257.25,276.27,245.36,250.00,21942.00983911,5485502.4597775
1588118400,2020-04-29 00:00:00,BCH/USD,242.11,263.40,241.29,257.97,24850.53019865,6410691.275345742
1588032000,2020-04-28 00:00:00,BCH/USD,242.82,243.05,237.40,242.02,4429.96024497,1072138.9784876395
1587945600,2020-04-27 00:00:00,BCH/USD,247.04,248.30,234.55,243.06,12510.35092678,3040765.896263147
1587859200,2020-04-26 00:00:00,BCH/USD,240.94,249.11,237.99,246.18,6544.27317628,1611069.1705366105
1587772800,2020-04-25 00:00:00,BCH/USD,237.37,246.11,235.24,238.61,6053.07567272,1444324.386267719
1587686400,2020-04-24 00:00:00,BCH/USD,237.93,242.31,233.89,237.97,8955.39023447,2131114.214096826
1587600000,2020-04-23 00:00:00,BCH/USD,233.58,247.40,226.08,237.11,12223.67504125,2898355.589030788
1587513600,2020-04-22 00:00:00,BCH/USD,219.61,236.40,217.99,232.66,5633.67392501,1310730.5753928265
1587427200,2020-04-21 00:00:00,BCH/USD,219.26,223.90,215.60,220.06,6915.66249296,1521860.6882007776
1587340800,2020-04-20 00:00:00,BCH/USD,230.72,238.52,215.87,219.60,14296.74237436,3139564.625409456
1587254400,2020-04-19 00:00:00,BCH/USD,243.67,245.04,229.07,231.73,5513.05641441,1277540.5629112292
1587168000,2020-04-18 00:00:00,BCH/USD,233.24,247.81,232.36,244.24,5090.91991100,1243406.27906264
1587081600,2020-04-17 00:00:00,BCH/USD,235.95,237.19,229.10,232.68,5425.79094330,1262473.0366870442
1586995200,2020-04-16 00:00:00,BCH/USD,214.17,240.34,204.40,234.39,20344.01216499,4768433.011352005
1586908800,2020-04-15 00:00:00,BCH/USD,221.68,225.18,206.00,215.41,10650.83261278,2294295.85311894
1586822400,2020-04-14 00:00:00,BCH/USD,224.72,229.18,220.23,222.71,7057.73114855,1571827.3040935707
1586736000,2020-04-13 00:00:00,BCH/USD,233.24,233.26,215.99,224.11,12982.97846551,2909615.303905446
1586649600,2020-04-12 00:00:00,BCH/USD,233.40,245.61,227.00,233.28,9021.78954144,2104603.0642271233
1586563200,2020-04-11 00:00:00,BCH/USD,233.84,240.65,222.18,232.82,12643.26737456,2943605.5101450593
1586476800,2020-04-10 00:00:00,BCH/USD,256.33,258.64,225.76,233.55,19177.13492826,4478819.8624951225
1586390400,2020-04-09 00:00:00,BCH/USD,266.51,274.99,253.55,256.11,9343.57152776,2392982.1039746134
1586304000,2020-04-08 00:00:00,BCH/USD,252.98,280.47,250.35,267.52,20489.31695073,5481302.070659289
1586217600,2020-04-07 00:00:00,BCH/USD,257.88,265.90,244.77,252.66,15705.45863814,3968141.1795124523
1586131200,2020-04-06 00:00:00,BCH/USD,231.24,259.30,231.14,259.30,16513.62635017,4281983.312599082
1586044800,2020-04-05 00:00:00,BCH/USD,239.36,240.09,225.00,231.24,5375.35604700,1242997.33230828
1585958400,2020-04-04 00:00:00,BCH/USD,235.83,242.27,232.42,239.06,4892.91174020,1169699.480612212
1585872000,2020-04-03 00:00:00,BCH/USD,231.38,242.46,230.29,236.59,8868.68544425,2098242.2892551078
1585785600,2020-04-02 00:00:00,BCH/USD,224.68,249.52,222.43,232.08,15706.05347364,3645060.8901623716
1585699200,2020-04-01 00:00:00,BCH/USD,219.22,226.08,210.71,224.14,8885.05603035,1991496.458642649
1585612800,2020-03-31 00:00:00,BCH/USD,220.25,223.80,215.26,218.72,6879.04182850,1504584.0287295198
1585526400,2020-03-30 00:00:00,BCH/USD,205.61,227.38,205.61,220.25,13410.89871428,2953750.44182017
1585440000,2020-03-29 00:00:00,BCH/USD,214.17,217.85,204.03,205.52,11264.22533209,2315023.590251137
1585353600,2020-03-28 00:00:00,BCH/USD,213.10,217.41,202.83,214.70,15702.83717084,3371399.140579348
1585267200,2020-03-27 00:00:00,BCH/USD,229.21,234.77,209.10,213.75,13840.33429517,2958371.4555925876
1585180800,2020-03-26 00:00:00,BCH/USD,221.83,229.11,218.06,228.25,9489.84697886,2166057.572924795
1585094400,2020-03-25 00:00:00,BCH/USD,228.00,231.13,213.19,221.11,18861.09564645,4170376.85838656
1585008000,2020-03-24 00:00:00,BCH/USD,223.14,231.02,218.64,228.05,16185.08903036,3691009.5533735985
1584921600,2020-03-23 00:00:00,BCH/USD,201.47,228.11,199.12,222.55,19271.58043171,4288890.225077061
1584835200,2020-03-22 00:00:00,BCH/USD,220.68,234.58,197.43,202.45,20075.16781313,4064217.723768168
1584748800,2020-03-21 00:00:00,BCH/USD,215.54,228.98,207.00,220.00,25510.01915907,5612204.2149954
1584662400,2020-03-20 00:00:00,BCH/USD,222.89,247.95,190.11,215.85,35945.13192196,7758756.725355065
1584576000,2020-03-19 00:00:00,BCH/USD,185.57,238.44,178.51,221.94,43991.54809519,9763484.18424647
1584489600,2020-03-18 00:00:00,BCH/USD,183.27,186.25,170.00,184.83,13631.25833165,2519465.47743887
1584403200,2020-03-17 00:00:00,BCH/USD,173.00,198.00,169.44,184.34,28689.76133315,5288670.604152871
1584316800,2020-03-16 00:00:00,BCH/USD,181.16,188.98,150.67,172.13,40725.42968913,7010068.212389946
1584230400,2020-03-15 00:00:00,BCH/USD,167.55,193.44,165.34,180.20,38906.51160172,7010953.390629943
1584144000,2020-03-14 00:00:00,BCH/USD,179.89,181.64,163.75,166.99,32214.34895015,5379474.131185549
1584057600,2020-03-13 00:00:00,BCH/USD,144.09,234.43,143.66,179.56,73785.88811504,13248994.069936583
1583971200,2020-03-12 00:00:00,BCH/USD,265.07,266.11,141.11,147.91,90612.73972692,13402530.333008736
1583884800,2020-03-11 00:00:00,BCH/USD,271.02,274.66,249.43,267.84,26241.78377823,7028599.367161123
1583798400,2020-03-10 00:00:00,BCH/USD,273.05,278.21,262.97,271.12,15234.64090715,4130415.8427465083
1583712000,2020-03-09 00:00:00,BCH/USD,273.47,280.66,252.58,274.28,42092.34837926,11545089.313463433
1583625600,2020-03-08 00:00:00,BCH/USD,329.90,329.90,268.74,273.18,21185.12314242,5787351.940046296
1583539200,2020-03-07 00:00:00,BCH/USD,351.19,351.68,328.03,331.72,8714.19360182,2890672.3015957302
1583452800,2020-03-06 00:00:00,BCH/USD,337.34,352.92,332.98,351.56,6262.53385174,2201656.4009177145
1583366400,2020-03-05 00:00:00,BCH/USD,321.00,343.46,321.00,337.33,16745.50349797,5648760.694970219
1583280000,2020-03-04 00:00:00,BCH/USD,330.75,332.21,310.84,319.12,8030.69708622,2562756.0541545264
1583193600,2020-03-03 00:00:00,BCH/USD,339.67,339.67,322.22,328.81,22156.45890454,7285265.252401797
1583107200,2020-03-02 00:00:00,BCH/USD,311.19,343.00,310.96,339.59,18423.08084112,6256294.022835941
1583020800,2020-03-01 00:00:00,BCH/USD,305.80,324.40,304.22,313.40,12075.12640189,3784344.614352326
1582934400,2020-02-29 00:00:00,BCH/USD,316.52,322.69,306.00,306.25,5795.30388046,1774811.813390875
1582848000,2020-02-28 00:00:00,BCH/USD,324.22,329.15,298.92,316.52,16786.43758417,5313243.224141488
1582761600,2020-02-27 00:00:00,BCH/USD,316.00,336.80,307.61,322.22,17038.78915764,5490238.642374761
1582675200,2020-02-26 00:00:00,BCH/USD,354.35,361.50,300.00,316.54,14303.68608982,4527688.794871623
1582588800,2020-02-25 00:00:00,BCH/USD,378.37,378.37,344.30,352.88,5647.59503407,1992923.3356226217
1582502400,2020-02-24 00:00:00,BCH/USD,404.41,409.22,364.08,378.37,8483.71517638,3209983.3112869
1582416000,2020-02-23 00:00:00,BCH/USD,374.32,406.03,373.86,405.50,2823.31382031,1144853.754135705
1582329600,2020-02-22 00:00:00,BCH/USD,376.90,381.12,368.06,374.47,1741.23692913,652040.9928513111
1582243200,2020-02-21 00:00:00,BCH/USD,372.10,388.97,368.39,379.26,5309.24934630,2013585.907077738
1582156800,2020-02-20 00:00:00,BCH/USD,378.19,386.71,352.72,373.18,6423.98538171,2397302.864746538
1582070400,2020-02-19 00:00:00,BCH/USD,421.65,423.89,370.54,379.40,8564.42003835,3249340.9625499896
1581984000,2020-02-18 00:00:00,BCH/USD,414.80,428.57,387.09,420.82,10145.28872536,4269340.401405995
1581897600,2020-02-17 00:00:00,BCH/USD,410.60,416.09,367.06,411.98,12760.58485297,5257105.747726581
1581811200,2020-02-16 00:00:00,BCH/USD,436.45,457.00,383.82,416.64,8657.38379032,3607012.382398925
1581724800,2020-02-15 00:00:00,BCH/USD,495.00,495.47,420.57,439.58,10094.67767804,4437418.413712823
1581638400,2020-02-14 00:00:00,BCH/USD,476.46,497.00,466.45,495.00,5132.24825108,2540462.8842846
1581552000,2020-02-13 00:00:00,BCH/USD,475.24,485.78,457.56,476.48,5099.08310567,2429611.1181896417
1581465600,2020-02-12 00:00:00,BCH/USD,465.09,483.94,464.40,474.63,5848.44225434,2775846.147177394
1581379200,2020-02-11 00:00:00,BCH/USD,452.39,469.87,440.29,464.00,7232.81986740,3356028.4184736
1581292800,2020-02-10 00:00:00,BCH/USD,451.10,462.65,435.00,454.26,8496.45163566,3859598.1200149115
1581206400,2020-02-09 00:00:00,BCH/USD,444.52,461.16,434.86,449.89,11032.06171189,4963214.243562193
1581120000,2020-02-08 00:00:00,BCH/USD,440.00,454.69,425.00,444.00,8860.24307568,3933947.92560192
1581033600,2020-02-07 00:00:00,BCH/USD,443.28,458.24,431.87,440.20,4397.39740941,1935734.3396222822
